"","jeolla","seoul"
"194","이러니까 너무 그게 좀 돈도 많이 들기는 해 솔직히","이러니까 너무 그게 좀 돈도 많이 들기는 해 솔직히"
"195","아 진짜 맞아.","아 진짜 맞아."
"196","그리고 좀 약간 내가 다이어트하다가 약간 좀 제일 민망했을 때 민망했을 때는","그리고 좀 약간 내가 다이어트하다가 약간 좀 제일 민망했을 때 민망했을 때는"
"197","그 헬스장 갔는데 아는 사람을 만났을 때 그때 제일 민망했어","그 헬스장 갔는데 아는 사람을 만났을 때 그때 제일 민망했어"
"198","친구 헬스 만났는데 갑자기 어 안녕 어 이런 식으로 {laughing}","친구 헬스 만났는데 갑자기 어 안녕 어 이런 식으로 {laughing}"
"199","서로 약간 눈치 보게 되잖아","서로 약간 눈치 보게 되잖아"
"200","어 너도 어 나도","어 너도 어 나도"
"201","근데 다이어트할 때 같이 하는 친구가 있는 게","근데 다이어트할 때 같이 하는 친구가 있는 게"
"202","나는 솔직히 그게 진짜 진짜 필요하다고 생각해 그게 좋고 진짜","나는 솔직히 그게 진짜 진짜 필요하다고 생각해 그게 좋고 진짜"
"203","옆에서 같이 해주는 사람이 있으면 인제 같이 하니까 그래도 안 덜 민망하고","옆에서 같이 해주는 사람이 있으면 이제 같이 하니까 그래도 안 덜 민망하고"
"204","헬스장 갈 때 몸매 좋은 사람들 몸매 좋은 사람들도 많은데","헬스장 갈 때 몸매 좋은 사람들 몸매 좋은 사람들도 많은데"
"205","그리고 인제 같이 하니까 아 얘도 안 먹는데 나도 안 먹어야 되겠다","그리고 이제 같이 하니까 아 얘도 안 먹는데 나도 안 먹어야 되겠다"
"206","약간 이런 생각 때문에 같이 하는 사람도 있는 것도 추천 완전.","약간 이런 생각 때문에 같이 하는 사람도 있는 것도 추천 완전."
"207","근데 나는 같이 하면은 같이 먹으러 다니더라. {laughing}","근데 나는 같이 하면은 같이 먹으러 다니더라. {laughing}"
"208","그래서 그게 안 좋아.","그래서 그게 안 좋아."
"209","살 못 빼고 계속 같이 찌기만 하니까.","살 못 빼고 계속 같이 찌기만 하니까."
"210","아 -그런- 진짜로 그런 경우도 많이 봤어.","아 -그런- 진짜로 그런 경우도 많이 봤어."
"211","근데 나는 &name2& 이랑 같이 다녔을 때랑 우리끼리 내기 해 가지고 막 하니까","근데 나는 &name2& 이랑 같이 다녔을 때랑 우리끼리 내기 해 가지고 막 하니까"
"212","난 나름 괜찮긴 했는데 확실히 이렇게 잡아 주는 사람이 있어야지","난 나름 괜찮긴 했는데 확실히 이렇게 잡아 주는 사람이 있어야지"
"213","진짜 할 때 필요한 것 같아 다이어트할 때 친구 있어도","진짜 할 때 필요한 것 같아 다이어트할 때 친구 있어도"
"214","확실히 피티 받아보니까 옆에서 확실히 좀 건들어 주는 사람이 있어야 좀 하는 걸 느끼게 되긴 하더라 약간","확실히 피티 받아보니까 옆에서 확실히 좀 건들어 주는 사람이 있어야 좀 하는 걸 느끼게 되긴 하더라 약간"
"215","맞아 근데 나는 솔직히 개인적으로 다이어트를 할 때","맞아 근데 나는 솔직히 개인적으로 다이어트를 할 때"
"216","무조건 헬스장에 가서 갔 헬스장에 가야 된다는 입장이거든?","무조건 헬스장에 가서 갔 헬스장에 가야 된다는 입장이거든?"
"217","왜냐하면은 일단 나 같은 경우에도 혼자서 마음먹고 인제","왜냐하면은 일단 나 같은 경우에도 혼자서 마음먹고 이제"
"218","아침마다 줄넘기 천 개씩 해야지 약간 이런 생각 해도 잘 안되니까","아침마다 줄넘기 천 개씩 해야지 약간 이런 생각 해도 잘 안되니까"
"219","차라리 다 같이 이렇게 하는 게 좋겠다고 생각해","차라리 다 같이 이렇게 하는 게 좋겠다고 생각해"
"220","맞아 헬스장에 가는 게 좋기는 해 막 운동장 가갖고 달리기하는 애도 있고","맞아 헬스장에 가는 게 좋기는 해 막 운동장 가갖고 달리기하는 애도 있고"
"221","그냥 막 걷기 하는 애도 있고 등산하는 애도 있는데","그냥 막 걷기 하는 애도 있고 등산하는 애도 있는데"
"222","솔직히 막 헬스장 가는 게 제일 효과적이긴 하지","솔직히 막 헬스장 가는 게 제일 효과적이긴 하지"
"223","그거 되게 싫어하는 애들도 있잖아","그거 되게 싫어하는 애들도 있잖아"
"224","아 근데 나도 처음에 다이어트를 시작했을 때","아 근데 나도 처음에 다이어트를 시작했을 때"
"225","헬스장 가는 것 자체가 엄청나게 큰 진입 장벽이었어 약간","헬스장 가는 것 자체가 엄청나게 큰 진입 장벽이었어 약간"
"226","왜냐하면 거기에 진짜 몸매 좋은 사람들도 많고 약간 선입견이 좀 있었던 것 같아","왜냐하면 거기에 진짜 몸매 좋은 사람들도 많고 약간 선입견이 좀 있었던 것 같아"
"227","내가 가면은 위축되면서 아 나 혼자 살쪘는데?","내가 가면은 위축되면서 아 나 혼자 살쪘는데?"
"228","약간 이런 생각 하게 된단 말이야","약간 이런 생각 하게 된단 말이야"
"229","근데 확실히 일단은 질러보고 해 하는 게 나을 것 같아.","근데 확실히 일단은 질러보고 해 하는 게 나을 것 같아."
"230","다이어트는 진짜 헬스장 무조건 가 가지고","다이어트는 진짜 헬스장 무조건 가 가지고"
"231","아 그 다이어트가 약간 그냥 살 빼는 것도 중요하긴 한데","아 그 다이어트가 약간 그냥 살 빼는 것도 중요하긴 한데"
"232","진짜 건강하게 사는 게 중요하긴 하더라.","진짜 건강하게 사는 게 중요하긴 하더라."
"233","운동 몇 달 해보고 느낀 게 진짜로 중요한 게 있는데","운동 몇 달 해보고 느낀 게 진짜로 중요한 게 있는데"
"234","진짜 운동하면은 몸 테가 달라지는 것도 달라지는 건데","진짜 운동하면은 몸 테가 달라지는 것도 달라지는 건데"
"235","애초에 있었던 질병 같은 것도 사라지고 내 몸 자체가 되게 건강해져.","애초에 있었던 질병 같은 것도 사라지고 내 몸 자체가 되게 건강해져."
"236","삶도 건강해지고","삶도 건강해지고"
"237","나도 거기 진짜 동의하는 게 나 같은 경우만 해도 막 뭐 여섯 시 저녁에","나도 거기 진짜 동의하는 게 나 같은 경우만 해도 막 뭐 여섯 시 저녁에"
"238","뭐 여덟 시 이후에 뭐 먹어도 자기 전에 부대낌 있고 몸 자체가","뭐 여덟 시 이후에 뭐 먹어도 자기 전에 부대낌 있고 몸 자체가"
"239","몸 자체가?","몸 자체가?"
"240","근데 다이어트를 하니까 인제 적게 먹으니까","근데 다이어트를 하니까 이제 적게 먹으니까"
"241","확실히 인제 위 같은 것도 나만 느끼는 건지","확실히 이제 위 같은 것도 나만 느끼는 건지"
"242","나 혼자 그냥 느끼는 걸 수도 있는데 그냥 딱 느꼈을 때","나 혼자 그냥 느끼는 걸 수도 있는데 그냥 딱 느꼈을 때"
"243","막 포만감도 막 엄청 많지 않으니까 그래서 ((xx xxx도)) 나름대로 높아지고","막 포만감도 막 엄청 많지 않으니까 그래서 ((xx xxx도)) 나름대로 높아지고"
"244","피부 같은 것도 엄청 땀 흘리니까 피부가 여드름 같은 것도 많이 없어지고","피부 같은 것도 엄청 땀 흘리니까 피부가 여드름 같은 것도 많이 없어지고"
"245","그래서 나는 다이어트가 확실히 몸에 많은 영향을 미치구나 생각해.","그래서 나는 다이어트가 확실히 몸에 많은 영향을 미치구나 생각해."
"246","맞아 그리고 약간 기분도 좋아 운동 딱하고 들어오면 기분이 좋아.","맞아 그리고 약간 기분도 좋아 운동 딱하고 들어오면 기분이 좋아."
"247","그 다이어트 진짜 힘든 거는 다이어트하기 전에는 운동해도 힘들다고 생각하는데","그 다이어트 진짜 힘든 거는 다이어트하기 전에는 운동해도 힘들다고 생각하는데"
"248","다이어트 시작하고 나면 운동이 훨씬 괜찮고 식단이 진짜 힘들어.","다이어트 시작하고 나면 운동이 훨씬 괜찮고 식단이 진짜 힘들어."
"249","아 진짜 식단이 근데 진짜 확실히 운동은 그냥 같이 하니까","아 진짜 식단이 근데 진짜 확실히 운동은 그냥 같이 하니까"
"250","아까 말했듯이 그냥 다 같이 하니까 운동은 해.","아까 말했듯이 그냥 다 같이 하니까 운동은 해."
"251","근데 식단은 인제 와 진짜로 이게 유혹에 못 유혹에 자꾸 넘어가니까","근데 식단은 이제 와 진짜로 이게 유혹에 못 유혹에 자꾸 넘어가니까"
"252","자꾸 집에 집에 있으면 더 안될 것 같아.","자꾸 집에 집에 있으면 더 안될 것 같아."
"253","집에는 맛있는 거 계속 많으니까 일부러 밖에 나가야 될 것 같애.","집에는 맛있는 거 계속 많으니까 일부러 밖에 나가야 될 것 같애."
"254","그래서 더 다이어트에서 식단이 진짜 중요하다고","그래서 더 다이어트에서 식단이 진짜 중요하다고"
"255","그 인터넷에 치면은 막 마켓컬리 이런 거 해 가지고","그 인터넷에 치면은 막 마켓컬리 이런 거 해 가지고"
"256","도시락 한나에 막 뭐 얼마 해 가지고 묶음으로 해 가지고 판단 말이야.","도시락 하나에 막 뭐 얼마 해 가지고 묶음으로 해 가지고 판단 말이야."
"257","근데 그런건 이게 내가 먹어본 결과 우선 비싸 우선 비싸고 두 번째는 질려","근데 그런건 이게 내가 먹어본 결과 우선 비싸 우선 비싸고 두 번째는 질려"
"258","그래서 사람이 메뉴를 맨날 맨날 바꿔줘야 되는데 또 그걸 바꿔갖고 사기는 힘드니까 맞아.","그래서 사람이 메뉴를 맨날 맨날 바꿔줘야 되는데 또 그걸 바꿔갖고 사기는 힘드니까 맞아."
"259","그래서 힘들어 진짜.","그래서 힘들어 진짜."
"260","그게 진짜 막 맨날 닭 가슴살 솔직히 나 닭 가슴살 진짜 좋아했었는데","그게 진짜 막 맨날 닭 가슴살 솔직히 나 닭 가슴살 진짜 좋아했었는데"
"261","맨날 닭 가슴살만 먹으니까 막 닭 비린내 나는 것 같고 입에서","맨날 닭 가슴살만 먹으니까 막 닭 비린내 나는 것 같고 입에서"
"262","그래가지고 이제 닭 가슴살은 진짜 나 못 먹겠어.","그래가지고 이제 닭 가슴살은 진짜 나 못 먹겠어."
"263","나 인제는 더 못 먹겠어 다이어트할 때","나 이제는 더 못 먹겠어 다이어트할 때"
"264","내가 한참 해 보니까 식단도 약간 여러 개가 있는 거야","내가 한참 해 보니까 식단도 약간 여러 개가 있는 거야"
"265","약간 뭐 맨날 닭 가슴살만 안 먹어도 되고 이거 다른 단백질 먹어도 되기는 하는데","약간 뭐 맨날 닭 가슴살만 안 먹어도 되고 이거 다른 단백질 먹어도 되기는 하는데"
"266","그런 걸 내가 요리해서 먹기가 힘드니까 그런 거지","그런 걸 내가 요리해서 먹기가 힘드니까 그런 거지"
"267","되게 맛있게 먹는 사람은 식단 되게 맛있게 해서 먹더라.","되게 맛있게 먹는 사람은 식단 되게 맛있게 해서 먹더라."
"268","맞아 나도 그걸 느꼈던 게 막 아보카도 같은 거 썰어 넣어 가지고 막 그러는데","맞아 나도 그걸 느꼈던 게 막 아보카도 같은 거 썰어 넣어 가지고 막 그러는데"
"269","솔직히 우린 학생이라서 엄마한테 그걸 다 사 달라고 할 수도 없고","솔직히 우린 학생이라서 엄마한테 그걸 다 사 달라고 할 수도 없고"
"270","그래가지고 나는 그냥 진짜 간단하게 고구마랑 달걀 이런 거 닭 가슴살 같은 거","그래가지고 나는 그냥 진짜 간단하게 고구마랑 달걀 이런 거 닭 가슴살 같은 거"
"271","근데 나는 다이어트 다 하면 제일 찍어보고 싶은 거는 바디 프로필 다이어트하면 진짜 많이 찍잖아.","근데 나는 다이어트 다 하면 제일 찍어보고 싶은 거는 바디 프로필 다이어트하면 진짜 많이 찍잖아."
"272","요즘은 다이어트?","요즘은 다이어트?"
"273","하면은 무조건 바디 프로필 이렇게 해가지고 하니까","하면은 무조건 바디 프로필 이렇게 해가지고 하니까"
"274","그런 거 보면은 더 자극받아 가지고 막 하고 싶어 그런 거 찍고 싶어.","그런 거 보면은 더 자극받아 가지고 막 하고 싶어 그런 거 찍고 싶어."
"275","근데 확실히 다이어트하면은 몸테 같은 게 예뻐지니까","근데 확실히 다이어트하면은 몸테 같은 게 예뻐지니까"
"276","바디 프로필 같은 거 나도 정말 찍고 싶어.","바디 프로필 같은 거 나도 정말 찍고 싶어."
"277","젊음을 남기는 거니까 {laughing}","젊음을 남기는 거니까 {laughing}"
"278","맞아.","맞아."
"279","이때아니면 언제 빼겠냐는 생각도 들기도 하고","이때아니면 언제 빼겠냐는 생각도 들기도 하고"
"280","맞아 확실히 인제 뭐 스무 살 되고 나니까 인제 약간 다이어트해 가지고","맞아 확실히 이제 뭐 스무 살 되고 나니까 이제 약간 다이어트해 가지고"
"281","진짜 어차피 한 번 사는 청춘인데 다이어트해서 엄청 예쁘게 살아야지","진짜 어차피 한 번 사는 청춘인데 다이어트해서 엄청 예쁘게 살아야지"
"282","약간 이 생각도 많이 ((들어))","약간 이 생각도 많이 ((들어))"
"283","그래가지고 더 하게 되는 듯한 약간","그래가지고 더 하게 되는 듯한 약간"
"284","근데 약간 어느 정도 한계는 와","근데 약간 어느 정도 한계는 와"
